case_id;start_time;end_time;start_date_month;end_date_month;first_activity;last_activity;path_id;first_activity_grouped;last_activity_grouped;path_id_grouped;duration_seconds;duration_days;count_events;count_activities;count_events_grouped;count_activities_grouped;count_loops;count_self_loops;has_loops_or_self_loops;cost_total;automation_rate;unique_variant;unique_variant_text;unique_variant_grouped;unique_variant_text_grouped;case_po_number;case_po_item
558-2;2026-10-06T09:23:32.000Z;2026-10-20T08:45:56.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;79;Lege Bestellposition an;Erfasse Rechnung;16;1207344;13.97;5;5;4;5;0;0;0;0;0.000;0;No;0;No;558;2
558-3;2026-10-06T09:23:32.000Z;2026-10-20T08:45:56.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1207344;13.97;4;4;3;4;0;0;0;0;0.000;0;No;0;No;558;3
558-4;2026-10-06T09:23:32.000Z;2026-10-20T08:45:56.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1207344;13.97;4;4;3;4;0;0;0;0;0.000;0;No;0;No;558;4
558-5;2026-10-06T09:23:32.000Z;2026-10-20T08:45:56.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1207344;13.97;4;4;3;4;0;0;0;0;0.000;0;No;0;No;558;5
559-1;2026-10-07T08:19:10.000Z;2026-10-19T12:04:53.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;1050343;12.15;2;2;1;2;0;0;0;0;0.000;0;No;0;No;559;1
559-2;2026-10-07T08:19:10.000Z;2026-10-19T12:04:53.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;45;Lege Bestellposition an;Erfasse Rechnung;28;1050343;12.15;3;3;2;3;0;0;0;0;0.000;0;No;0;No;559;2
559-3;2026-10-07T08:19:10.000Z;2026-10-19T12:04:53.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;103;Lege Bestellposition an;Erfasse Rechnung;28;1050343;12.15;3;3;2;3;0;0;0;0;0.000;0;No;0;No;559;3
560-1;2026-10-08T12:02:22.000Z;2026-10-19T13:40:22.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Gleiche Rechnung aus;20;Lege Bestellposition an;Gleiche Rechnung aus;21;956280;11.06;4;4;3;4;0;0;0;0;0.000;0;No;0;No;560;1
560-2;2026-10-08T12:02:22.000Z;2026-10-19T13:40:22.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Gleiche Rechnung aus;20;Lege Bestellposition an;Gleiche Rechnung aus;21;956280;11.06;4;4;3;4;0;0;0;0;0.000;0;No;0;No;560;2
561-1;2026-10-12T14:38:07.000Z;2026-10-23T14:43:00.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;950693;11;2;2;1;2;0;0;0;0;0.000;0;No;0;No;561;1
562-1;2026-10-15T12:28:35.000Z;2026-10-19T12:28:35.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;562;1
563-1;2026-10-19T11:37:28.000Z;2026-11-02T08:59:40.000Z;10/1/2026;11/1/2026;Erteile Genehmigung;Erfasse Rechnung;69;Erteile Genehmigung;Erfasse Rechnung;29;1200132;13.84;4;4;3;4;0;0;0;0;0.000;0;No;0;No;563;1
563-2;2026-10-19T11:37:28.000Z;2026-11-02T08:59:40.000Z;10/1/2026;11/1/2026;Erteile Genehmigung;Erfasse Rechnung;34;Erteile Genehmigung;Erfasse Rechnung;29;1200132;13.84;4;4;3;4;0;0;0;0;0.000;0;No;0;No;563;2
563-3;2026-10-19T11:37:28.000Z;2026-11-02T08:59:40.000Z;10/1/2026;11/1/2026;Erteile Genehmigung;Erfasse Rechnung;124;Erteile Genehmigung;Erfasse Rechnung;36;1200132;13.84;5;5;4;5;0;0;0;0;0.000;0;No;0;No;563;3
564-1;2026-10-22T07:15:52.000Z;2026-10-22T09:43:08.000Z;10/1/2026;10/1/2026;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;8836;0.1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;564;1
564-2;2026-10-22T07:15:52.000Z;2026-10-22T09:43:08.000Z;10/1/2026;10/1/2026;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;8836;0.1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;564;2
564-3;2026-10-22T07:15:52.000Z;2026-10-23T09:43:08.000Z;10/1/2026;10/1/2026;Lehne Genehmigung ab;Ändere Bestellposition: Preis;32;Lehne Genehmigung ab;Ändere Bestellposition;17;95236;1.1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;564;3
565-1;2026-10-23T11:51:30.000Z;2026-10-28T15:52:19.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;446449;5.12;2;2;1;2;0;0;0;0;0.000;0;No;0;No;565;1
566-1;2026-10-26T11:45:36.000Z;2026-10-26T11:45:36.000Z;10/1/2026;10/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;566;1
567-1;2026-10-27T12:11:02.000Z;2026-10-27T14:54:26.000Z;10/1/2026;10/1/2026;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;9804;0.11;2;2;1;2;0;0;0;0;0.000;0;No;0;No;567;1
567-2;2026-10-27T12:11:02.000Z;2026-10-27T14:54:26.000Z;10/1/2026;10/1/2026;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;9804;0.11;2;2;1;2;0;0;0;0;0.000;0;No;0;No;567;2
567-3;2026-10-27T12:11:02.000Z;2026-10-30T14:54:26.000Z;10/1/2026;10/1/2026;Erteile Genehmigung;Ändere Bestellposition: Preis;36;Erteile Genehmigung;Ändere Bestellposition;22;269004;3.11;3;3;2;3;0;0;0;0;0.000;0;No;0;No;567;3
567-4;2026-10-27T12:11:02.000Z;2026-10-27T14:54:26.000Z;10/1/2026;10/1/2026;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;9804;0.11;2;2;1;2;0;0;0;0;0.000;0;No;0;No;567;4
568-1;2026-10-30T14:29:33.000Z;2026-11-02T14:05:02.000Z;10/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;257729;2.98;2;2;1;2;0;0;0;0;0.000;0;No;0;No;568;1
568-2;2026-10-30T14:29:33.000Z;2026-11-02T14:05:02.000Z;10/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;257729;2.98;2;2;1;2;0;0;0;0;0.000;0;No;0;No;568;2
568-3;2026-10-30T14:29:33.000Z;2026-11-02T14:05:02.000Z;10/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;257729;2.98;2;2;1;2;0;0;0;0;0.000;0;No;0;No;568;3
569-1;2026-11-02T13:23:17.000Z;2026-11-12T08:40:37.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;4;Lege Bestellposition an;Erfasse Rechnung;8;847040;9.8;3;3;2;3;0;0;0;0;0.000;0;No;0;No;569;1
569-2;2026-11-02T13:23:17.000Z;2026-11-12T08:40:37.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;4;Lege Bestellposition an;Erfasse Rechnung;8;847040;9.8;3;3;2;3;0;0;0;0;0.000;0;No;0;No;569;2
570-1;2026-11-04T08:39:13.000Z;2026-11-08T08:39:13.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;570;1
570-2;2026-11-04T08:39:13.000Z;2026-11-08T08:39:13.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;570;2
570-3;2026-11-04T08:39:13.000Z;2026-11-04T14:47:34.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;22101;0.25;2;2;1;2;0;0;0;0;0.000;0;No;0;No;570;3
571-1;2026-11-05T08:07:45.000Z;2026-11-17T09:50:28.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1042963;12.07;4;4;3;4;0;0;0;0;0.000;0;No;0;No;571;1
571-2;2026-11-05T08:07:45.000Z;2026-11-17T09:50:28.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1042963;12.07;4;4;3;4;0;0;0;0;0.000;0;No;0;No;571;2
571-3;2026-11-05T08:07:45.000Z;2026-11-17T09:50:28.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1042963;12.07;4;4;3;4;0;0;0;0;0.000;0;No;0;No;571;3
571-4;2026-11-05T08:07:45.000Z;2026-11-17T09:50:28.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;19;Lege Bestellposition an;Erfasse Rechnung;5;1042963;12.07;4;4;3;4;0;0;0;0;0.000;0;No;0;No;571;4
571-5;2026-11-05T08:07:45.000Z;2026-11-17T09:50:28.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;57;Lege Bestellposition an;Erfasse Rechnung;16;1042963;12.07;5;5;4;5;0;0;0;0;0.000;0;No;0;No;571;5
572-1;2026-11-09T15:38:22.000Z;2026-11-10T12:14:29.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;74167;0.85;2;2;1;2;0;0;0;0;0.000;0;No;0;No;572;1
572-2;2026-11-09T15:38:22.000Z;2026-11-12T15:38:22.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;15;Lege Bestellposition an;Ändere Bestellposition;4;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;572;2
572-3;2026-11-09T15:38:22.000Z;2026-11-10T12:14:29.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;74167;0.85;2;2;1;2;0;0;0;0;0.000;0;No;0;No;572;3
572-4;2026-11-09T15:38:22.000Z;2026-11-10T15:38:22.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Ändere Bestellposition: Preis;14;Lege Bestellposition an;Ändere Bestellposition;4;86400;1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;572;4
572-5;2026-11-09T15:38:22.000Z;2026-11-10T12:14:29.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;74167;0.85;2;2;1;2;0;0;0;0;0.000;0;No;0;No;572;5
573-1;2026-11-10T08:59:20.000Z;2026-11-11T08:59:20.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;21;Lege Bestellposition an;Ändere Bestellposition;10;86400;1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;573;1
573-2;2026-11-10T08:59:20.000Z;2026-11-10T08:59:20.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;573;2
573-3;2026-11-10T08:59:20.000Z;2026-11-10T08:59:20.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;573;3
574-1;2026-11-11T10:58:01.000Z;2026-11-11T12:13:37.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;4536;0.05;2;2;1;2;0;0;0;0;0.000;0;No;0;No;574;1
575-1;2026-11-16T11:16:54.000Z;2026-11-25T13:30:22.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;785608;9.09;3;3;2;3;0;0;0;0;0.000;0;No;0;No;575;1
576-1;2026-11-17T11:53:03.000Z;2026-11-19T11:53:03.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Ändere Bestellposition: Preis;26;Lege Bestellposition an;Ändere Bestellposition;10;172800;2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;576;1
576-2;2026-11-17T11:53:03.000Z;2026-11-17T11:53:03.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;576;2
576-3;2026-11-17T11:53:03.000Z;2026-11-17T11:53:03.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;576;3
576-4;2026-11-17T11:53:03.000Z;2026-11-17T11:53:03.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;576;4
577-1;2026-11-19T15:04:09.000Z;2026-11-20T15:02:36.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;86307;0.99;2;2;1;2;0;0;0;0;0.000;0;No;0;No;577;1
577-2;2026-11-19T15:04:09.000Z;2026-11-20T15:02:36.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;86307;0.99;2;2;1;2;0;0;0;0;0.000;0;No;0;No;577;2
577-3;2026-11-19T15:04:09.000Z;2026-11-20T15:02:36.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;86307;0.99;2;2;1;2;0;0;0;0;0.000;0;No;0;No;577;3
577-4;2026-11-19T15:04:09.000Z;2026-11-20T15:02:36.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;86307;0.99;2;2;1;2;0;0;0;0;0.000;0;No;0;No;577;4
578-1;2026-11-23T14:27:29.000Z;2026-11-25T10:36:06.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;158917;1.83;2;2;1;2;0;0;0;0;0.000;0;No;0;No;578;1
578-2;2026-11-23T14:27:29.000Z;2026-11-25T10:36:06.000Z;11/1/2026;11/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;158917;1.83;2;2;1;2;0;0;0;0;0.000;0;No;0;No;578;2
579-1;2026-11-25T09:29:44.000Z;2026-12-04T15:08:32.000Z;11/1/2026;12/1/2026;Erteile Genehmigung;Erfasse Rechnung;24;Erteile Genehmigung;Erfasse Rechnung;26;797928;9.23;3;3;2;3;0;0;0;0;0.000;0;No;0;No;579;1
579-2;2026-11-25T09:29:44.000Z;2026-12-04T15:08:32.000Z;11/1/2026;12/1/2026;Erteile Genehmigung;Erfasse Rechnung;125;Erteile Genehmigung;Erfasse Rechnung;51;797928;9.23;4;4;3;4;0;0;0;0;0.000;0;No;0;No;579;2
579-3;2026-11-25T09:29:44.000Z;2026-12-04T15:08:32.000Z;11/1/2026;12/1/2026;Erteile Genehmigung;Erfasse Rechnung;24;Erteile Genehmigung;Erfasse Rechnung;26;797928;9.23;3;3;2;3;0;0;0;0;0.000;0;No;0;No;579;3
579-4;2026-11-25T09:29:44.000Z;2026-12-04T15:08:32.000Z;11/1/2026;12/1/2026;Erteile Genehmigung;Erfasse Rechnung;24;Erteile Genehmigung;Erfasse Rechnung;26;797928;9.23;3;3;2;3;0;0;0;0;0.000;0;No;0;No;579;4
580-1;2026-11-27T14:26:50.000Z;2026-12-09T12:32:31.000Z;11/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;19;Lege Bestellposition an;Erfasse Rechnung;5;1029941;11.92;4;4;3;4;0;0;0;0;0.000;0;No;0;No;580;1
580-2;2026-11-27T14:26:50.000Z;2026-12-09T12:32:31.000Z;11/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1029941;11.92;4;4;3;4;0;0;0;0;0.000;0;No;0;No;580;2
580-3;2026-11-27T14:26:50.000Z;2026-12-09T12:32:31.000Z;11/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1029941;11.92;4;4;3;4;0;0;0;0;0.000;0;No;0;No;580;3
580-4;2026-11-27T14:26:50.000Z;2026-12-09T12:32:31.000Z;11/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;1029941;11.92;4;4;3;4;0;0;0;0;0.000;0;No;0;No;580;4
581-1;2026-11-30T13:12:24.000Z;2026-12-01T11:51:13.000Z;11/1/2026;12/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;81529;0.94;2;2;1;2;0;0;0;0;0.000;0;No;0;No;581;1
581-2;2026-11-30T13:12:24.000Z;2026-12-01T11:51:13.000Z;11/1/2026;12/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;81529;0.94;2;2;1;2;0;0;0;0;0.000;0;No;0;No;581;2
582-1;2026-12-02T08:39:10.000Z;2026-12-15T13:37:45.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;1141115;13.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;582;1
582-2;2026-12-02T08:39:10.000Z;2026-12-15T13:37:45.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;1141115;13.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;582;2
582-3;2026-12-02T08:39:10.000Z;2026-12-15T13:37:45.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;1141115;13.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;582;3
583-1;2026-12-03T08:10:12.000Z;2026-12-08T08:10:12.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Preis;26;Lege Bestellposition an;Ändere Bestellposition;10;432000;5;2;2;1;2;0;0;0;0;0.000;0;No;0;No;583;1
583-2;2026-12-03T08:10:12.000Z;2026-12-03T08:10:12.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;583;2
583-3;2026-12-03T08:10:12.000Z;2026-12-03T08:10:12.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;583;3
584-1;2026-12-04T08:09:43.000Z;2026-12-17T10:13:01.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;4;Lege Bestellposition an;Erfasse Rechnung;8;1130598;13.08;3;3;2;3;0;0;0;0;0.000;0;No;0;No;584;1
585-1;2026-12-07T11:49:19.000Z;2026-12-07T15:09:15.000Z;12/1/2026;12/1/2026;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;11996;0.13;2;2;1;2;0;0;0;0;0.000;0;No;0;No;585;1
585-2;2026-12-07T11:49:19.000Z;2026-12-09T15:09:15.000Z;12/1/2026;12/1/2026;Erteile Genehmigung;Ändere Bestellposition: Preis;36;Erteile Genehmigung;Ändere Bestellposition;22;184796;2.13;3;3;2;3;0;0;0;0;0.000;0;No;0;No;585;2
585-3;2026-12-07T11:49:19.000Z;2026-12-07T15:09:15.000Z;12/1/2026;12/1/2026;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;11996;0.13;2;2;1;2;0;0;0;0;0.000;0;No;0;No;585;3
585-4;2026-12-07T11:49:19.000Z;2026-12-07T15:09:15.000Z;12/1/2026;12/1/2026;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;11996;0.13;2;2;1;2;0;0;0;0;0.000;0;No;0;No;585;4
585-5;2026-12-07T11:49:19.000Z;2026-12-09T15:09:15.000Z;12/1/2026;12/1/2026;Erteile Genehmigung;Ändere Bestellposition: Menge;59;Erteile Genehmigung;Ändere Bestellposition;22;184796;2.13;3;3;2;3;0;0;0;0;0.000;0;No;0;No;585;5
586-1;2026-12-08T09:23:55.000Z;2026-12-21T13:55:40.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;1139505;13.18;3;3;2;3;0;0;0;0;0.000;0;No;0;No;586;1
586-2;2026-12-08T09:23:55.000Z;2026-12-21T13:55:40.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;76;Lege Bestellposition an;Erfasse Rechnung;38;1139505;13.18;4;4;3;4;0;0;0;0;0.000;0;No;0;No;586;2
587-1;2026-12-09T10:32:51.000Z;2026-12-17T12:54:46.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;699715;8.09;4;4;3;4;0;0;0;0;0.000;0;No;0;No;587;1
587-2;2026-12-09T10:32:51.000Z;2026-12-17T12:54:46.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;699715;8.09;4;4;3;4;0;0;0;0;0.000;0;No;0;No;587;2
588-1;2026-12-10T11:25:41.000Z;2026-12-10T15:33:36.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;14875;0.17;2;2;1;2;0;0;0;0;0.000;0;No;0;No;588;1
588-2;2026-12-10T11:25:41.000Z;2026-12-11T11:25:41.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;86400;1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;588;2
588-3;2026-12-10T11:25:41.000Z;2026-12-10T15:33:36.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;14875;0.17;2;2;1;2;0;0;0;0;0.000;0;No;0;No;588;3
588-4;2026-12-10T11:25:41.000Z;2026-12-10T15:33:36.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;14875;0.17;2;2;1;2;0;0;0;0;0.000;0;No;0;No;588;4
588-5;2026-12-10T11:25:41.000Z;2026-12-13T11:25:41.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;588;5
589-1;2026-12-14T13:44:59.000Z;2026-12-18T13:44:59.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;589;1
589-2;2026-12-14T13:44:59.000Z;2026-12-15T15:13:13.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91694;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;589;2
589-3;2026-12-14T13:44:59.000Z;2026-12-15T15:13:13.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91694;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;589;3
589-4;2026-12-14T13:44:59.000Z;2026-12-15T15:13:13.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91694;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;589;4
589-5;2026-12-14T13:44:59.000Z;2026-12-15T15:13:13.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;37;Lege Bestellposition an;Lehne Genehmigung ab;14;91694;1.06;3;3;2;3;0;0;0;0;0.000;0;No;0;No;589;5
590-1;2026-12-16T13:56:36.000Z;2026-12-17T13:06:27.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;83391;0.96;2;2;1;2;0;0;0;0;0.000;0;No;0;No;590;1
591-1;2026-12-18T14:53:34.000Z;2026-12-23T14:53:34.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;432000;5;3;3;2;3;0;0;0;0;0.000;0;No;0;No;591;1
591-2;2026-12-18T14:53:34.000Z;2026-12-23T14:53:34.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;432000;5;3;3;2;3;0;0;0;0;0.000;0;No;0;No;591;2
591-3;2026-12-18T14:53:34.000Z;2026-12-22T12:36:52.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;337398;3.9;2;2;1;2;0;0;0;0;0.000;0;No;0;No;591;3
591-4;2026-12-18T14:53:34.000Z;2026-12-22T12:36:52.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;337398;3.9;2;2;1;2;0;0;0;0;0.000;0;No;0;No;591;4
591-5;2026-12-18T14:53:34.000Z;2026-12-22T14:53:34.000Z;12/1/2026;12/1/2026;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;591;5
